id,frequency,last_donation,blood_group,sex,distance
44307,2.24,160,B-,M,13
44790,2.24,23,0+,M,14
40764,2.23,94,0+,Z,16
40933,2.23,174,A+,M,18
41238,2.23,137,0+,Z,21
41642,2.23,115,A+,M,22
41670,2.23,26,0+,Z,3
42122,2.23,141,A+,Z,27
43991,2.23,52,0+,M,28
44167,2.23,129,A+,M,28
44284,2.23,31,0+,Z,1
40965,2.22,104,A+,M,4
41194,2.22,101,0+,M,8
41482,2.22,127,B+,M,2
42051,2.22,127,0-,Z,26
42229,2.22,83,0+,M,27
43237,2.22,114,AB-,M,5
40619,2.21,110,B+,Z,16
40796,2.21,10,B-,M,28
41447,2.21,105,B-,M,20
41666,2.21,35,AB+,Z,27
42511,2.21,73,A+,M,23
42567,2.21,66,A+,M,1
42646,2.21,27,A-,M,6
43481,2.21,105,A-,M,24
43692,2.21,64,B-,M,18
44406,2.21,66,B-,Z,26
44737,2.21,73,A+,M,10
44935,2.21,111,AB-,M,2
40453,2.20,79,0-,Z,1
40657,2.20,170,AB+,Z,16
40664,2.20,104,0-,M,10
41419,2.20,170,A+,M,26
41568,2.20,150,B-,M,25
41697,2.20,32,A-,M,21
41810,2.20,151,0+,M,14
41848,2.20,98,A+,Z,18
42893,2.20,44,A-,Z,25
43145,2.20,143,B-,M,6
43719,2.20,113,A+,Z,27
44244,2.20,147,A+,Z,22
44300,2.20,166,0-,M,24
41177,2.19,104,0+,Z,13
41438,2.19,74,AB-,M,1
41756,2.19,67,B-,Z,24
42153,2.19,15,A+,Z,10
42277,2.19,70,0+,Z,29
42956,2.19,136,AB+,Z,25
43055,2.19,135,A+,M,15
43335,2.19,10,A+,M,25
43392,2.19,51,A-,M,4
43935,2.19,117,A+,Z,9
44025,2.19,47,AB+,M,6
44302,2.19,36,B-,Z,19
40969,2.18,24,B+,Z,28
41197,2.18,77,A+,M,27
41201,2.18,87,A-,Z,23
41205,2.18,110,B-,Z,6
41335,2.18,37,A-,M,10
41705,2.18,32,0+,M,22
41720,2.18,142,B-,Z,9
42810,2.18,181,0+,M,17
43011,2.18,139,0-,Z,12
43485,2.18,22,0+,M,24
44084,2.18,100,A+,M,1
44748,2.18,131,0-,Z,27
41033,2.17,136,A-,M,20
41332,2.17,98,AB+,Z,30
42410,2.17,108,B+,Z,6
42917,2.17,82,0+,M,19
42919,2.17,167,A+,Z,2
44563,2.17,181,0+,Z,23
44909,2.17,64,A-,M,28
42066,2.16,130,0+,M,7
42350,2.16,134,A-,M,3
42808,2.16,148,0-,Z,4
42969,2.16,44,0+,M,25
44252,2.16,125,AB+,Z,19
44641,2.16,100,A+,M,19
40653,2.15,81,A+,M,6
41199,2.15,72,B-,M,9
41348,2.15,141,A+,M,25
41790,2.15,161,0+,Z,4
41966,2.15,80,A-,M,23
42204,2.15,96,B-,M,21
42453,2.15,74,0-,Z,19
42886,2.15,44,A+,M,23
43690,2.15,167,0-,Z,15
44786,2.15,161,0-,M,29
40900,2.14,162,B+,M,4
41286,2.14,143,A+,M,23
41692,2.14,13,0+,M,25
41749,2.14,177,A+,M,25
42436,2.14,17,A-,Z,22
42926,2.14,161,A+,Z,24
44041,2.14,79,AB-,Z,29
44111,2.14,54,A+,Z,8
44720,2.14,20,0+,M,6
44756,2.14,8,A+,M,24
44766,2.14,47,0-,Z,5
40565,2.13,108,A-,M,26
40944,2.13,136,0+,M,24
41102,2.13,49,B-,Z,21
41301,2.13,153,A-,M,14
41683,2.13,123,B-,M,27
41819,2.13,70,A+,Z,17
41844,2.13,91,0+,M,6
41976,2.13,76,0+,M,18
42195,2.13,57,0-,M,7
42687,2.13,103,B+,M,5
43189,2.13,39,0-,M,17
43269,2.13,115,A-,M,27
41517,2.12,76,0+,M,0
42776,2.12,72,A+,M,10
43672,2.12,129,A+,M,1
43934,2.12,62,A+,M,5
41354,2.11,127,0+,M,3
41930,2.11,100,0+,M,16
42841,2.11,38,B+,M,9
43125,2.11,114,0+,M,8
43677,2.11,0,AB-,Z,15
44585,2.11,26,0+,M,28
40999,2.10,138,0-,Z,11
41264,2.10,111,0+,M,0
41470,2.10,48,0+,M,21
41515,2.10,131,A-,M,18
41707,2.10,168,0+,Z,15
41896,2.10,99,A+,M,20
42662,2.10,165,0+,M,21
42866,2.10,105,A+,M,18
42890,2.10,109,A-,Z,1
43016,2.10,61,0+,M,20
43110,2.10,188,A-,M,28
43372,2.10,50,0-,Z,8
43483,2.10,67,B-,Z,0
43487,2.10,14,B+,M,1
43504,2.10,83,0+,M,9
43842,2.10,17,0+,M,1
44168,2.10,119,A+,Z,7
40469,2.09,137,0+,M,8
41479,2.09,43,A-,M,27
41480,2.09,37,A-,M,17
42159,2.09,122,A-,M,11
44080,2.09,145,A+,Z,15
44520,2.09,192,A+,M,10
44521,2.09,97,A+,M,7
41275,2.08,38,B+,M,29
41490,2.08,19,0+,M,24
41580,2.08,115,A+,Z,4
41967,2.08,152,0-,Z,11
42024,2.08,122,B-,M,30
42397,2.08,174,0+,M,6
42616,2.08,22,0+,M,5
43584,2.08,110,A+,Z,1
44511,2.08,82,A+,Z,4
44703,2.08,8,0-,M,18
44921,2.08,112,B-,M,21
40668,2.07,157,A+,M,18
41589,2.07,66,0+,M,22
41627,2.07,76,B-,M,9
41842,2.07,109,0+,M,4
41916,2.07,28,A+,M,27
42151,2.07,111,0+,Z,28
42351,2.07,49,B+,Z,30
42470,2.07,188,B-,Z,18
43353,2.07,151,AB+,M,1
43467,2.07,145,0-,M,5
44122,2.07,163,0+,M,15
40896,2.06,64,B-,Z,9
41087,2.06,120,B-,Z,6
41654,2.06,162,A+,M,27
41989,2.06,96,AB+,Z,9
42923,2.06,48,0+,Z,10
43258,2.06,18,B-,M,7
43611,2.06,165,0+,M,2
43869,2.06,20,0+,M,25
44376,2.06,114,A+,M,11
40584,2.05,162,0+,M,30
40751,2.05,154,A+,M,12
40770,2.05,168,AB+,M,10
41509,2.05,27,0-,M,13
41552,2.05,71,0+,M,5
41813,2.05,40,0+,M,7
42050,2.05,153,B+,M,22
42887,2.05,88,0+,M,3
43654,2.05,151,A+,M,17
43694,2.05,143,A+,M,7
44058,2.05,112,A+,M,24
44326,2.05,52,B-,M,23
44911,2.05,157,B-,M,5
40913,2.04,87,A-,Z,5
41093,2.04,173,0-,M,2
42654,2.04,196,0-,M,21
43111,2.04,163,A+,M,9
43298,2.04,136,A+,Z,4
43394,2.04,173,A-,Z,12
43405,2.04,6,A+,M,28
44224,2.04,152,0+,M,25
44449,2.04,40,0+,M,5
44893,2.04,53,0+,M,7
40633,2.03,46,B-,M,11
41640,2.03,148,A+,Z,21
42342,2.03,170,A+,M,7
42426,2.03,113,AB+,M,5
42495,2.03,71,0+,Z,26
42635,2.03,91,B+,M,19
42891,2.03,127,AB-,Z,8
43533,2.03,152,A+,M,17
43999,2.03,158,A+,M,23
44145,2.03,142,A-,M,21
40951,2.02,153,AB-,Z,17
42548,2.02,41,0+,Z,22
42679,2.02,198,A+,M,26
44489,2.02,126,A+,M,28
44647,2.02,106,A+,M,15
44728,2.02,83,0+,M,1
40888,2.01,129,B-,Z,12
41284,2.01,57,0-,M,13
41557,2.01,53,0-,Z,5
42222,2.01,145,A+,M,13
43123,2.01,72,0+,Z,30
43153,2.01,63,0+,M,0
41560,2.00,30,0-,M,23
41658,2.00,55,A+,M,7
42301,2.00,101,A-,M,0
42545,2.00,119,AB-,Z,12
43612,2.00,114,A+,M,26
43844,2.00,72,0+,M,21
44082,2.00,91,AB-,M,15
44646,2.00,46,A-,Z,10
41227,1.99,146,AB+,M,28
42143,1.99,90,B+,M,16
42552,1.99,70,AB+,Z,0
43343,1.99,137,A-,M,24
43857,1.99,47,B+,M,16
40719,1.98,113,A+,Z,12
40958,1.98,133,A+,Z,7
42227,1.98,53,0-,M,27
43004,1.98,17,B-,M,17
43014,1.98,148,B-,M,24
43306,1.98,81,B-,M,2
40596,1.97,124,0-,M,5
40742,1.97,134,A+,M,16
41261,1.97,18,A+,M,28
41273,1.97,31,0+,Z,5
41463,1.97,152,A+,M,17
41676,1.97,3,A+,Z,6
41721,1.97,145,0+,M,4
42496,1.97,199,AB+,M,26
42878,1.97,67,A-,M,2
44497,1.97,183,AB-,Z,26
44754,1.97,97,A-,M,6
40643,1.96,72,A+,Z,5
40918,1.96,20,0+,M,8
40964,1.96,94,0+,Z,24
41786,1.96,74,0+,M,2
41886,1.96,131,A+,Z,2
42429,1.96,26,A+,M,18
42447,1.96,150,A+,Z,25
42835,1.96,162,0-,M,28
42897,1.96,112,A+,Z,9
44584,1.96,111,0-,M,22
40474,1.95,163,A+,M,8
40604,1.95,127,AB+,M,27
40616,1.95,117,B+,M,15
41414,1.95,149,0-,M,1
43146,1.95,140,0+,Z,28
44180,1.95,168,A+,M,16
44464,1.95,33,0+,Z,24
44693,1.95,103,0+,Z,11
44853,1.95,107,B-,Z,30
44884,1.95,66,A+,M,10
40602,1.94,172,A+,M,28
41251,1.94,188,0+,M,18
41372,1.94,64,0+,M,20
41703,1.94,66,A-,M,21
42030,1.94,143,A+,M,28
42399,1.94,16,A+,M,7
43582,1.94,48,B+,M,25
44066,1.94,25,A-,Z,11
44858,1.94,151,0+,Z,4
41867,1.93,49,A-,Z,7
42203,1.93,3,0+,M,26
42207,1.93,126,0+,M,16
43506,1.93,20,B-,M,17
43594,1.93,51,A+,M,26
44250,1.93,131,A+,Z,8
44556,1.93,195,0+,M,19
44823,1.93,190,0-,M,17
40885,1.92,56,A+,M,23
41021,1.92,1,B-,Z,6
42347,1.92,82,0+,M,1
42455,1.92,125,B-,M,16
42674,1.92,184,B-,M,21
42718,1.92,16,0+,M,20
43330,1.92,111,A+,Z,24
44165,1.92,172,0+,M,2
44469,1.92,69,A+,Z,17
44753,1.92,136,AB-,Z,29
40535,1.91,175,0+,M,13
42330,1.91,148,A+,Z,0
42333,1.91,151,0+,M,3
42795,1.91,136,AB+,M,6
43216,1.91,91,A+,M,1
43247,1.91,8,0+,Z,19
43268,1.91,158,B+,M,23
43384,1.91,164,AB+,Z,20
43881,1.91,134,0+,M,26
44258,1.91,143,A-,M,5
40490,1.90,40,B+,M,16
41532,1.90,112,0+,M,5
42110,1.90,140,A+,Z,20
43292,1.90,13,A+,M,2
44296,1.90,35,B-,Z,15
44735,1.90,5,B-,Z,25
40546,1.89,167,0-,M,28
40711,1.89,61,AB+,M,15
41164,1.89,125,A-,M,10
41748,1.89,27,A-,M,11
42762,1.89,28,A+,Z,26
43249,1.89,196,0+,Z,19
44410,1.89,165,0+,Z,26
40461,1.88,76,B+,M,15
40523,1.88,190,0+,Z,4
41083,1.88,46,0-,Z,0
41263,1.88,94,A+,M,25
41309,1.88,119,0+,M,24
41351,1.88,36,B+,M,26
41626,1.88,95,0+,M,12
41633,1.88,186,A-,M,8
42069,1.88,101,0+,M,3
42166,1.88,124,B-,M,13
42745,1.88,207,0+,M,6
42924,1.88,221,A+,Z,17
43121,1.88,163,AB+,M,13
43564,1.88,92,A+,Z,26
43687,1.88,128,A+,Z,9
44888,1.88,120,A+,M,1
40644,1.87,211,A+,Z,12
40959,1.87,166,A+,M,24
41290,1.87,94,0+,Z,30
41363,1.87,100,A+,Z,4
42074,1.87,113,A-,M,30
42461,1.87,148,0+,M,13
42667,1.87,161,0-,Z,23
42939,1.87,155,A-,M,10
44471,1.87,82,A+,Z,7
40612,1.86,20,AB+,M,0
40687,1.86,189,A+,M,4
40841,1.86,22,A+,M,10
41036,1.86,182,B-,M,20
41423,1.86,61,B-,M,15
41791,1.86,89,0+,Z,1
42830,1.86,97,A+,M,14
42909,1.86,74,B+,M,27
43512,1.86,89,0-,Z,30
44208,1.86,139,0+,M,7
40830,1.85,90,AB+,M,15
41168,1.85,28,0+,M,17
41949,1.85,73,0+,M,20
42013,1.85,189,B-,M,19
44373,1.85,34,0-,M,4
44580,1.85,27,A+,M,27
40869,1.84,85,B+,Z,20
40991,1.84,116,A-,M,28
41836,1.84,158,0+,M,29
42177,1.84,42,A+,M,17
42438,1.84,152,0-,M,5
43214,1.84,196,0+,Z,21
43681,1.84,91,A+,M,16
44148,1.84,150,0+,Z,28
44329,1.84,105,A-,M,7
44767,1.84,187,A-,M,27
40835,1.83,67,B+,Z,6
41608,1.83,41,0+,M,28
43060,1.83,117,0+,M,30
43711,1.83,101,0+,Z,2
43755,1.83,156,A+,M,8
43937,1.83,203,0-,M,16
44004,1.83,105,A+,Z,17
44265,1.83,141,A-,Z,16
44304,1.83,210,A-,Z,21
44538,1.83,148,0+,M,5
44588,1.83,67,A+,Z,20
44599,1.83,132,A+,Z,14
44849,1.83,35,A+,M,25
41298,1.82,168,0-,M,9
42543,1.82,108,A+,M,18
42565,1.82,132,AB+,M,26
42790,1.82,74,A+,M,21
41225,1.81,65,B+,M,14
41832,1.81,16,A+,Z,0
44742,1.81,127,A-,M,24
40905,1.80,223,A-,M,3
41404,1.80,50,A+,M,11
41588,1.80,225,A+,Z,21
41599,1.80,75,0+,Z,1
41693,1.80,1,A-,M,12
42577,1.80,42,B-,M,1
43647,1.80,181,A+,M,22
40601,1.79,6,0+,M,20
41133,1.79,191,B+,M,24
41778,1.79,148,B+,M,1
42275,1.79,169,A+,M,16
42982,1.79,77,0+,M,1
43031,1.79,22,A+,M,19
44065,1.79,135,B-,M,4
44382,1.79,131,B-,M,5
44491,1.79,85,AB+,M,20
44626,1.79,52,AB-,M,19
44905,1.79,169,A+,M,28
40642,1.78,163,0+,M,24
40929,1.78,188,AB-,M,20
41396,1.78,164,A-,Z,21
41996,1.78,55,0+,M,5
42451,1.78,77,A+,M,7
43080,1.78,163,A+,M,23
43741,1.78,132,A+,M,25
44282,1.78,45,B+,Z,9
41624,1.77,149,A-,M,1
41673,1.77,138,A-,Z,9
41995,1.77,6,0+,Z,3
43051,1.77,177,0-,M,0
43825,1.77,33,A-,M,10
42319,1.76,106,0+,M,29
42925,1.76,172,0-,Z,7
43445,1.76,175,A+,M,19
43567,1.76,158,A+,Z,30
43568,1.76,126,A+,M,14
43652,1.76,180,0+,M,1
43832,1.76,173,0+,M,22
43977,1.76,36,0-,Z,0
43979,1.76,100,AB+,Z,16
44681,1.76,71,A+,M,24
40692,1.75,155,A-,M,1
40953,1.75,1,0+,M,13
41411,1.75,38,A+,Z,24
42108,1.75,108,B-,M,22
42760,1.75,202,0+,M,18
42965,1.75,59,0+,Z,30
43094,1.75,102,A+,M,29
43278,1.75,99,A-,M,3
43829,1.75,139,0+,M,27
44188,1.75,149,A+,Z,27
40703,1.74,197,A+,M,6
40924,1.74,198,0+,Z,10
41451,1.74,205,B-,M,22
42160,1.74,150,A+,M,1
42247,1.74,132,0-,M,5
43217,1.74,63,0+,M,17
43956,1.74,26,A-,M,11
40525,1.73,217,AB+,M,29
40597,1.73,89,0+,Z,24
41502,1.73,221,0+,M,28
42668,1.73,105,0-,M,25
42700,1.73,134,A+,M,30
42931,1.73,50,A-,M,3
43910,1.73,122,0+,M,20
44217,1.73,33,A+,Z,9
44348,1.73,149,B+,M,14
44363,1.73,207,0-,M,1
44524,1.73,184,A-,Z,29
40457,1.72,202,AB-,M,20
41037,1.72,1,0-,M,4
41893,1.72,155,0+,M,23
41940,1.72,200,0+,M,11
42126,1.72,94,0+,M,9
42380,1.72,146,B-,M,14
43261,1.72,76,0+,M,10
43400,1.72,134,A+,M,12
43771,1.72,211,0+,Z,14
43915,1.72,76,0+,M,4
44552,1.72,171,A+,M,27
44653,1.72,43,0+,Z,13
44667,1.72,44,B+,Z,9
43571,1.71,69,A-,M,7
44866,1.71,224,AB+,M,20
40669,1.70,140,A+,M,9
41611,1.70,12,B+,Z,3
41755,1.70,183,0+,M,3
42802,1.70,37,A+,M,22
43623,1.70,84,A+,M,20
43701,1.70,129,A+,Z,8
43723,1.70,83,A+,Z,9
43807,1.70,66,0-,Z,28
43858,1.70,99,A+,M,10
43974,1.70,28,A+,M,30
44318,1.70,203,0+,M,11
44433,1.70,53,0+,M,15
42018,1.69,89,0-,M,1
42591,1.69,165,0+,M,29
43063,1.69,154,0+,M,6
43602,1.69,22,0+,Z,24
44380,1.69,67,A+,M,25
44390,1.69,194,0+,M,7
40508,1.68,145,0-,M,14
40733,1.68,114,A+,M,19
41394,1.68,93,B+,M,10
41590,1.68,77,A+,M,24
42237,1.68,89,0+,M,13
42384,1.68,153,0+,Z,0
43022,1.68,35,A-,Z,7
43674,1.68,96,A+,Z,14
43703,1.68,194,B-,M,11
43747,1.68,3,0+,Z,13
44268,1.68,61,B-,M,3
44301,1.68,116,0+,M,7
40539,1.67,46,A+,M,3
40702,1.67,85,A+,Z,11
41109,1.67,190,A+,M,1
41283,1.67,28,A-,Z,0
41303,1.67,108,0-,Z,14
41390,1.67,22,AB+,M,5
41494,1.67,33,B-,M,8
42402,1.67,28,B+,M,21
43447,1.67,43,0+,Z,11
43562,1.67,10,0-,M,29
40865,1.66,219,0+,Z,22
41064,1.66,215,0+,Z,10
41166,1.66,26,0-,Z,6
41208,1.66,16,A-,Z,20
41467,1.66,187,0+,M,23
42493,1.66,118,0+,M,17
42624,1.66,124,0-,M,27
42861,1.66,219,AB+,M,6
43235,1.66,169,A-,M,28
43370,1.66,102,A-,Z,14
43374,1.66,8,A+,M,27
43402,1.66,188,A+,M,5
43458,1.66,146,0+,M,23
40693,1.65,144,0+,Z,21
40858,1.65,182,0+,M,30
41860,1.65,115,A-,M,28
41945,1.65,39,0+,M,7
42060,1.65,134,0+,M,29
43270,1.65,139,A+,Z,0
43304,1.65,137,A+,Z,24
44166,1.65,77,0+,M,7
44389,1.65,146,0+,M,18
44414,1.65,50,AB+,M,11
44628,1.65,95,0+,Z,22
40579,1.64,59,0-,M,19
41652,1.64,193,0-,M,2
41829,1.64,191,B+,M,16
43154,1.64,61,0-,M,13
43431,1.64,142,A+,M,30
43444,1.64,105,A+,M,17
43758,1.64,31,A+,Z,1
43901,1.64,105,A-,M,26
40577,1.63,131,0-,Z,24
40771,1.63,234,0+,M,21
41556,1.63,185,B-,M,23
41754,1.63,33,A+,M,26
42053,1.63,227,B-,M,26
42157,1.63,218,0+,Z,11
42184,1.63,79,AB+,Z,21
42574,1.63,96,A+,Z,19
43713,1.63,194,A+,M,6
41405,1.62,189,A+,Z,19
41637,1.62,200,A+,M,10
41938,1.62,153,B-,Z,0
43326,1.62,78,B+,M,22
43894,1.62,169,A-,Z,11
44014,1.62,108,A+,M,18
44370,1.62,196,B-,M,7
44782,1.62,130,A+,M,8
40716,1.61,173,0+,Z,2
41638,1.61,194,A-,Z,30
41870,1.61,94,A+,Z,25
42979,1.61,240,0+,Z,7
43449,1.61,48,0+,M,2
43549,1.61,120,0-,M,27
43906,1.61,81,B-,M,9
44174,1.61,176,A+,M,5
44361,1.61,37,0+,M,29
44671,1.61,158,0+,M,27
40463,1.60,232,B+,M,12
41464,1.60,218,0+,M,23
42478,1.60,156,0+,M,27
43096,1.60,179,A+,M,16
43550,1.60,122,0+,M,29
43963,1.60,192,A+,Z,22
44514,1.60,121,A+,M,17
40578,1.59,47,0+,M,18
41176,1.59,161,0+,Z,24
41406,1.59,181,A+,M,17
41603,1.59,48,A+,Z,28
42392,1.59,55,A+,M,2
42439,1.59,97,A+,M,6
42514,1.59,170,A+,M,18
42699,1.59,203,A+,Z,13
42901,1.59,232,B+,M,4
43024,1.59,109,B-,M,14
43243,1.59,168,0+,M,27
43262,1.59,214,A-,M,21
43416,1.59,218,0-,Z,24
43922,1.59,153,0-,M,8
44024,1.59,51,0-,M,15
44047,1.59,198,B+,M,27
44193,1.59,110,0+,M,10
44239,1.59,109,A-,Z,3
44287,1.59,156,0-,Z,11
40700,1.58,180,A+,Z,0
41650,1.58,162,A+,Z,7
42042,1.58,80,A+,M,29
42268,1.58,155,B-,Z,23
42527,1.58,9,A+,M,3
44617,1.58,140,A+,M,25
40815,1.57,173,0-,M,11
41111,1.57,217,0+,Z,16
41117,1.57,197,A+,Z,9
41373,1.57,157,0+,M,11
41682,1.57,208,A+,M,7
41770,1.57,49,A+,M,3
42337,1.57,79,A-,M,19
42613,1.57,33,0+,Z,14
43033,1.57,181,0+,M,21
43156,1.57,104,B-,Z,17
44264,1.57,138,B+,M,1
44272,1.57,124,AB-,Z,11
40497,1.56,222,A+,M,16
40780,1.56,48,0+,M,17
40891,1.56,61,A+,M,27
41003,1.56,168,B+,M,1
41434,1.56,44,A-,M,25
42344,1.56,220,0+,Z,20
42937,1.56,251,0+,Z,19
42991,1.56,112,0+,M,15
43155,1.56,218,0+,M,5
43332,1.56,127,0-,M,17
43437,1.56,7,B-,M,8
44030,1.56,203,A+,M,10
44371,1.56,156,0+,M,2
40880,1.55,198,A-,M,11
41323,1.55,61,A+,M,28
42370,1.55,203,A+,M,8
43443,1.55,50,B+,Z,0
43489,1.55,153,A-,M,20
41433,1.54,48,A+,M,5
43058,1.54,130,A-,M,16
40846,1.53,107,A-,M,25
41678,1.53,159,B+,M,1
42738,1.53,73,A+,M,24
43324,1.53,150,B-,Z,25
44077,1.53,170,0+,M,13
44452,1.53,203,0+,M,13
41288,1.52,44,B-,M,16
41299,1.52,5,A-,M,13
41645,1.52,165,A+,M,6
42043,1.52,9,0+,Z,12
42145,1.52,263,0+,Z,11
44043,1.52,81,0+,Z,11
44316,1.52,191,A-,Z,20
44632,1.52,214,B+,Z,30
40806,1.51,200,0+,Z,24
40836,1.51,70,A-,M,30
41196,1.51,210,A+,M,21
41871,1.51,176,AB+,M,27
42320,1.51,150,A-,Z,10
43147,1.51,100,0+,Z,21
43583,1.51,1,0+,M,21
43784,1.51,225,0+,M,13
44006,1.51,38,AB+,M,28
44050,1.51,85,A+,M,1
40504,1.50,254,0+,M,8
40566,1.50,168,B-,Z,19
40574,1.50,55,0+,M,0
41034,1.50,172,A+,M,15
41802,1.50,245,0+,M,27
43018,1.50,129,A-,M,9
43417,1.50,90,0+,M,4
43517,1.50,153,0+,M,10
43575,1.50,130,A+,M,22
43675,1.50,70,A+,Z,14
44229,1.50,230,0+,M,19
44640,1.50,169,B-,M,30
44883,1.50,204,A-,Z,30
41206,1.49,98,AB+,M,12
41986,1.49,85,B+,M,27
42117,1.49,192,B-,M,0
42459,1.49,149,0+,Z,13
42728,1.49,65,0+,M,2
43954,1.49,67,B+,M,12
41322,1.48,175,A-,M,29
42445,1.48,116,A-,Z,7
43035,1.48,65,A+,M,20
44726,1.48,18,A-,M,22
44781,1.48,17,0+,M,23
40499,1.47,167,0+,M,27
40708,1.47,32,AB-,Z,18
40871,1.47,49,0+,Z,7
40936,1.47,194,B-,Z,21
41046,1.47,67,0-,Z,1
42057,1.47,201,A+,Z,9
42255,1.47,67,B+,Z,23
42503,1.47,196,0-,M,9
43142,1.47,131,0-,M,2
43799,1.47,161,0-,Z,13
40640,1.46,80,0+,M,9
40654,1.46,48,A+,M,29
40923,1.46,128,A+,M,18
41769,1.46,133,0+,M,28
41795,1.46,48,B+,M,2
42075,1.46,139,A-,Z,21
43561,1.46,127,0+,M,10
44729,1.46,223,B-,M,25
44831,1.46,89,AB+,M,17
44837,1.46,55,0+,M,12
44839,1.46,154,B-,M,17
40588,1.45,103,A-,Z,16
41397,1.45,138,0+,Z,18
41906,1.45,211,A+,M,10
42638,1.45,200,A-,M,4
43114,1.45,173,A+,M,7
43263,1.45,261,A+,M,10
44109,1.45,18,A+,M,11
44328,1.45,93,0-,M,27
41101,1.44,37,0+,M,29
41417,1.44,214,0-,M,12
41660,1.44,42,A-,Z,25
43486,1.44,260,A+,M,17
44286,1.44,110,0+,M,9
40722,1.43,221,B-,M,25
41269,1.43,49,0-,M,12
42273,1.43,58,0+,M,20
44387,1.43,89,A-,M,23
44578,1.43,121,0+,Z,2
44864,1.43,107,B+,M,30
40943,1.42,139,0+,M,25
40968,1.42,68,A+,M,20
41287,1.42,101,0+,M,0
41412,1.42,41,B-,M,14
41992,1.42,104,0+,M,21
42127,1.42,140,B-,Z,2
42322,1.42,154,0+,M,17
42717,1.42,10,A-,M,22
43415,1.42,40,A+,M,12
43578,1.42,213,A-,M,9
44466,1.42,40,A+,Z,15
41321,1.41,123,0+,Z,17
41539,1.41,252,0+,M,7
42424,1.41,36,0+,M,1
44115,1.41,91,A-,M,25
44195,1.41,84,A+,Z,18
44845,1.41,45,0+,M,2
41097,1.40,167,0+,Z,12
41341,1.40,221,0+,M,1
42193,1.40,204,A+,M,4
42383,1.40,235,A+,M,10
42471,1.40,160,A-,Z,16
42840,1.40,152,AB+,M,22
43388,1.40,69,A+,M,30
43653,1.40,92,B+,Z,20
41601,1.39,56,B-,M,7
41942,1.39,279,A-,Z,20
43162,1.39,134,A+,M,17
43317,1.39,223,0+,M,16
43601,1.39,104,A+,Z,25
43774,1.39,151,A-,M,17
44637,1.39,216,A+,M,18
44694,1.39,246,0+,M,2
40727,1.38,173,0+,M,4
40990,1.38,39,A-,M,15
41154,1.38,107,B-,M,22
41429,1.38,200,B-,M,26
41932,1.38,73,0+,Z,24
44495,1.38,39,0-,M,12
44660,1.38,186,A+,M,27
40755,1.37,248,B-,M,7
41131,1.37,70,A+,Z,4
41144,1.37,92,A-,M,26
41214,1.37,19,A-,M,13
41738,1.37,52,A+,M,10
41798,1.37,237,A+,M,10
42284,1.37,136,A+,M,8
42697,1.37,270,A+,M,17
42814,1.37,20,AB+,Z,15
42859,1.37,145,A+,Z,21
43252,1.37,99,0+,M,1
43788,1.37,253,A-,Z,14
44246,1.37,149,B+,M,5
40585,1.36,105,0+,M,28
41965,1.36,164,0+,M,8
42086,1.36,237,B+,Z,3
41459,1.35,8,AB+,M,9
42242,1.35,81,B-,M,27
42267,1.35,6,0+,M,2
42998,1.35,173,B+,M,5
43082,1.35,1,AB+,M,30
43090,1.35,24,0+,M,12
43231,1.35,104,A-,M,12
43422,1.35,76,A+,M,16
40630,1.34,248,A+,M,19
41665,1.34,219,0+,M,6
41776,1.34,200,A+,Z,28
41830,1.34,163,A-,M,22
42205,1.34,237,0+,M,1
42858,1.34,125,B-,M,18
43297,1.34,105,A+,M,8
43953,1.34,68,AB-,Z,20
44038,1.34,127,AB+,M,11
44123,1.34,236,0+,M,8
44323,1.34,38,B-,M,15
44895,1.34,150,A+,M,18
40870,1.33,43,A+,M,3
41899,1.33,232,B-,M,21
42634,1.33,25,A+,M,23
43042,1.33,197,B+,Z,22
43537,1.33,29,B+,M,27
44203,1.33,69,0+,Z,9
40732,1.32,4,A+,M,30
41232,1.32,88,0+,M,11
41602,1.32,63,B-,M,17
41731,1.32,65,A+,M,24
41864,1.32,301,A+,M,11
42498,1.32,232,A+,M,4
43790,1.32,49,0+,M,11
44280,1.32,111,AB-,M,6
44768,1.32,172,B-,M,2
44896,1.32,39,A+,M,28
40441,1.31,230,0+,M,2
41828,1.31,172,0-,M,6
41933,1.31,249,A+,M,25
42684,1.31,153,0+,M,1
42942,1.31,188,0+,M,25
42950,1.31,267,B+,M,11
43325,1.31,207,0+,M,4
43566,1.31,186,A-,M,3
44185,1.31,283,0+,Z,6
44424,1.31,174,0+,Z,26
44547,1.31,18,B-,M,15
44721,1.31,152,B+,M,7
44886,1.31,148,A-,M,9
40626,1.30,265,A-,M,9
41006,1.30,18,B-,Z,13
41134,1.30,259,A-,M,19
41308,1.30,45,0+,M,4
41567,1.30,86,0+,Z,18
41823,1.30,246,B+,M,28
42414,1.30,49,0+,M,3
43397,1.30,204,A+,M,15
43887,1.30,4,0+,M,0
40468,1.29,34,0+,Z,1
41681,1.29,257,AB+,M,20
42491,1.29,171,0+,Z,13
42811,1.29,272,A+,Z,0
41347,1.28,65,0+,M,12
41536,1.28,72,0+,M,24
41571,1.28,185,A+,M,22
41572,1.28,46,A-,M,29
41781,1.28,17,A+,Z,26
42021,1.28,153,A+,Z,23
42652,1.28,119,A-,Z,3
